Premise_ID,Argument_ID,annotator,persuasiveness,changeability,premise_agreement,Group_ID
utg54f,i99v42k,group-02_person-0,1,3,2,2
syrcje,hy03864,group-02_person-0,2,3,4,2
v3ppoh,iazv2e2,group-02_person-0,5,4,3,2
jbdzy6,g8wghus,group-02_person-0,2,4,3,2
ui1dtp,i79n78b,group-02_person-0,2,4,4,2
dr48rp,f6eza9c,group-02_person-0,4,4,4,2
jkqkz5,gb9hg51,group-02_person-0,2,5,4,2
lm9fj0,gnu99r8,group-02_person-0,3,3,4,2
jt9b7t,gc4b2el,group-02_person-0,3,1,1,2
j3b8m6,g7aragm,group-02_person-1,4,4,4,2
ix0o22,g63wr0h,group-02_person-1,2,2,5,2
gj9kgd,fqmutcm,group-02_person-1,2,5,4,2
kaiwgq,gfayh61,group-02_person-1,3,4,5,2
klf7ok,gh8wql3,group-02_person-1,4,3,3,2
d7umx2,f14uijw,group-02_person-1,5,2,2,2
luupgf,gp9510y,group-02_person-1,5,5,2,2
hejnhs,fvrw945,group-02_person-1,2,3,4,2
nzbfer,h1qi6ut,group-02_person-1,1,3,4,2
gh5fth,fq6xkmq,group-02_person-1,5,2,1,2
lwc9qk,gpgi5x6,group-02_person-1,3,4,5,2
ep5rpy,femfp0q,group-02_person-1,3,3,5,2
n52l95,gx2331g,group-02_person-1,3,4,3,2
jejztd,g9exz43,group-02_person-1,5,3,4,2
g1f7lf,fnjj5jp,group-02_person-1,3,3,4,2
hpfn4k,fxqh6rb,group-02_person-1,5,3,3,2
c6bf3n,es7ptiz,group-02_person-1,5,2,3,2
eq5jkp,fep0w3d,group-02_person-1,3,2,4,2
macp7m,grs74js,group-02_person-1,1,5,4,2
w2th4s,igu5yxy,group-02_person-1,5,1,1,2
etoyxd,ffhyp7q,group-02_person-1,1,5,4,2
eafi9b,faq8ia2,group-02_person-1,1,2,5,2
gpux90,frqpqpx,group-02_person-1,5,3,2,2
ljz0m6,gnhb0bc,group-02_person-1,5,3,3,2
sd0uac,huihu2b,group-02_person-1,5,2,2,2
rtxqhw,hqw2ozs,group-02_person-1,1,5,4,2
e8d8bk,fabohbq,group-02_person-1,4,3,2,2
hk77v6,fws4sjy,group-02_person-1,3,3,5,2
erwc9x,ff6n6nx,group-02_person-1,5,5,4,2
cww2ef,eygaoxb,group-02_person-1,5,2,2,2
t9nrb4,hzw5413,group-02_person-1,2,2,6,2
v110xj,iajpbno,group-02_person-1,5,2,2,2
gkq9oo,fqtnwnb,group-02_person-1,1,4,3,2
k0trbv,gdlrnzt,group-02_person-1,4,2,1,2
c9uipi,et41n4o,group-02_person-1,1,2,5,2
u8w86k,i5nuzer,group-02_person-1,5,2,5,2
nmg704,gzrjrnq,group-02_person-1,4,4,4,2
g3t4hl,fnul4vr,group-02_person-1,3,3,4,2
dk6il6,f4wed0v,group-02_person-1,2,2,5,2
eoerpz,fed1dwz,group-02_person-1,1,2,6,2
cyyaps,eyv0fpg,group-02_person-1,1,5,4,2
o757b2,h2wo5zi,group-02_person-1,3,3,4,2
hdtgds,fvoenpu,group-02_person-1,3,4,3,2
hcsgzt,fvh4v7w,group-02_person-1,1,5,3,2
kevv4o,gg4vshj,group-02_person-1,3,2,5,2
t4m738,hyzngg1,group-02_person-1,3,3,4,2
cqcjb8,f2sg3z0,group-02_person-1,5,2,2,2
engvem,femj7qr,group-02_person-1,4,3,3,2
dk4p14,f4an0g4,group-02_person-1,5,3,4,2
j13f24,g6xr8tj,group-02_person-1,3,3,3,2
mgx6xk,gswg3e9,group-02_person-1,2,2,2,2
deoxga,f2xuz27,group-02_person-1,3,3,4,2
e82sz5,fac9vvv,group-02_person-1,3,4,3,2
lkaav5,gnir0rf,group-02_person-1,1,3,4,2
g68p5d,fo81wwy,group-02_person-1,5,2,4,2
nmlc3r,gzr2qjf,group-02_person-1,1,3,5,2
gsntdb,fs8n2vf,group-02_person-1,4,3,2,2
seew7j,hw5k3cg,group-02_person-1,4,4,4,2
lcu6y8,gm26r3m,group-02_person-1,4,3,2,2
f30ffi,fhigb8j,group-02_person-1,5,2,2,2
l5k4en,gkup15s,group-02_person-1,2,4,4,2
j0yifm,g8fd0ee,group-02_person-1,2,2,5,2
i0c7vh,fzor0r2,group-02_person-1,5,3,5,2
ga1hny,foxfrdf,group-02_person-1,4,5,3,2
k9xlj1,gf70k1t,group-02_person-1,1,3,4,2
o3emk3,h2c4zo6,group-02_person-1,1,2,5,2
gwlk5f,fsvq2qo,group-02_person-1,3,3,4,2
vyk2lx,ig2o1qe,group-02_person-1,2,2,2,2
vhskxu,idlvnh2,group-02_person-1,2,3,3,2
ggj6w1,fq5bc0w,group-02_person-1,5,1,1,2
vswgsm,if3rqev,group-02_person-1,2,3,3,2
lk2zo6,gnhqbhg,group-02_person-1,3,3,4,2
emsfbi,fdqrfcf,group-02_person-1,1,5,4,2
en3b32,fdtvrry,group-02_person-1,5,2,3,2
e2lm81,f8waqi2,group-02_person-1,1,4,5,2
f8c4jl,filtv4v,group-02_person-1,4,3,5,2
uzzmmc,iafyxsh,group-02_person-1,2,2,1,2
ekv5e0,fdee47q,group-02_person-1,2,3,4,2
cyg0aa,eyum1uk,group-02_person-1,4,3,4,2
t0mqlp,hydbh1b,group-02_person-1,5,3,4,2
ndgz8o,gycp1c9,group-02_person-1,1,3,5,2
ebg6f6,fb5mjhe,group-02_person-1,5,2,2,2
kmopj1,ghgdzs8,group-02_person-1,1,2,5,2
c5hoek,es1ykmp,group-02_person-1,1,4,3,2
hp7q1z,fxndjs0,group-02_person-1,4,3,3,2
j6b3f6,g7xaqqd,group-02_person-1,4,2,4,2
o2xt7a,h2a3r3j,group-02_person-1,1,4,3,2
o3emk3,h2bh1dg,group-02_person-1,1,4,4,2
e2les2,f8w76o9,group-02_person-1,5,2,2,2
iz6t86,g6hlu3a,group-02_person-1,4,3,3,2
g56dy0,fo1lkmv,group-02_person-1,4,4,4,2
he0xr6,fvok3e6,group-02_person-1,4,3,4,2
j6sicj,g80g6p9,group-02_person-1,3,3,4,2
f5591m,fhwq9w3,group-02_person-1,1,3,4,2
exfaib,fg87a5d,group-02_person-1,3,4,3,2
c989ju,esvvuaf,group-02_person-1,5,2,1,2
endtgg,fdzyd0p,group-02_person-1,5,3,4,2
faep73,fizylru,group-02_person-1,5,2,2,2
clwldz,evyelh9,group-02_person-1,4,3,4,2
d1jc76,ezndgo5,group-02_person-1,1,4,5,2
ehjlpq,fcltge5,group-02_person-1,2,2,5,2
lw6w55,gpfmfy9,group-02_person-1,1,4,3,2
cmg36f,ew2emf1,group-02_person-1,5,3,5,2
jcwh6r,g940e2r,group-02_person-1,5,2,2,2
lwawr9,gpg9ff5,group-02_person-1,1,3,3,2
dwgcv1,f7j2tfw,group-02_person-1,2,2,4,2
cagl55,et9hufs,group-02_person-1,3,2,2,2
fvecv5,fmj00qp,group-02_person-1,4,3,4,2
dovn73,f5qqgrx,group-02_person-1,3,2,3,2
lkw7ej,gnmaffr,group-02_person-1,2,3,3,2
m0hw6b,gq7xts8,group-02_person-1,2,2,4,2
e1huki,f8paldv,group-02_person-1,3,3,2,2
nfk5in,gym26v4,group-02_person-1,2,3,4,2
lq73dr,gog2w2g,group-02_person-1,1,4,4,2
hr6cbd,fy280tn,group-02_person-1,1,3,4,2
l0t5ea,gjzd5bp,group-02_person-1,2,4,5,2
k4x8jk,gebkoon,group-02_person-1,4,3,3,2
npnylg,h07lmii,group-02_person-1,2,3,5,2
ulecmw,i7wn0il,group-02_person-1,1,3,3,2
dywo3t,f8496bt,group-02_person-1,2,2,4,2
tedu6e,i0p5869,group-02_person-1,2,3,4,2
iqgpkb,g4ubjac,group-02_person-1,5,3,3,2
cuwm5n,exzwxpq,group-02_person-1,5,2,2,2
kz4zfo,gjkl7ca,group-02_person-1,4,2,2,2
uwdr0m,i9qyhj3,group-02_person-1,2,3,4,2
ee38g0,fbojy20,group-02_person-1,5,4,3,2
bxv6l3,eqabs9o,group-02_person-1,3,4,5,2
lu2t9z,gp82p8f,group-02_person-1,2,3,5,2
m4no4c,gqvc8oa,group-02_person-1,5,3,4,2
dd8v0s,f2f7vlk,group-02_person-1,4,2,5,2
hf118j,fvuwjas,group-02_person-1,4,3,4,2
g96bqa,forimzq,group-02_person-1,5,2,2,2
g47cxn,fnx0z80,group-02_person-1,4,4,3,2
kk28o6,gh0p1p3,group-02_person-1,1,3,3,2
ecq1u8,fbfxhnj,group-02_person-1,5,3,4,2
jb2gut,g8tz214,group-02_person-1,5,4,4,2
m00ce0,gq5ekae,group-02_person-1,1,3,3,2
elyvzu,fdl725c,group-02_person-1,2,4,5,2
hu2inl,fyljw54,group-02_person-1,1,4,5,2
n4wm2m,gwxx15m,group-02_person-1,2,3,4,2
doxubn,f5rjtyx,group-02_person-1,3,3,4,2
dj91n7,f42f6cl,group-02_person-1,1,4,2,2
nbpymd,gy5ib64,group-02_person-1,1,2,5,2
n5pnzb,gx5fh5j,group-02_person-1,4,2,2,2
locljb,go54r9l,group-02_person-1,3,4,4,2
bzyex3,eqyjt6h,group-02_person-1,3,4,4,2
jmc14c,gau9y17,group-02_person-1,1,2,2,2
f7kdzy,fihfv7o,group-02_person-1,1,4,2,2
ew5quz,fg0nu42,group-02_person-1,5,2,5,2
vjqibe,idtzc8m,group-02_person-1,1,2,5,2
lqt3fr,goihbti,group-02_person-1,5,4,3,2
ulxo44,i8078lb,group-02_person-1,4,4,3,2
cjsb37,evhpm5y,group-02_person-1,3,3,3,2
gl4x1j,fqwyaox,group-02_person-1,2,3,4,2
st5cw9,hx22fty,group-02_person-1,1,2,2,2
md4zv1,gs94luz,group-02_person-1,2,3,4,2
nw9lvc,h17xy2p,group-02_person-1,1,4,4,2
f5k9iw,fhz7jy4,group-02_person-1,1,3,3,2
kv8bfi,giwufp0,group-02_person-1,2,3,4,2
kw4rra,gj28ryw,group-02_person-1,2,4,4,2
hl64tu,fwx19ut,group-02_person-1,5,3,4,2
jx8h71,gcvp59n,group-02_person-1,5,4,4,2
gzprl6,fthqo5c,group-02_person-1,4,2,2,2
v0kyva,iainxhu,group-02_person-1,1,3,3,2
hwav2k,fyyxz2p,group-02_person-1,3,4,3,2
ci5pua,ev1ol9s,group-02_person-1,1,4,3,2
o87dza,h36icwx,group-02_person-1,1,4,4,2
lu07ln,gp71jtk,group-02_person-1,2,2,3,2
ji1nkz,ga4mrt7,group-02_person-1,4,2,5,2
c4oi5b,erxn8e7,group-02_person-1,5,4,3,2
t3s3y5,hz28jae,group-02_person-1,1,3,4,2
f78nj0,fia0ejr,group-02_person-1,2,3,5,2
dnxtmx,f5jwgmv,group-02_person-1,3,4,2,2
m4m5sf,gqvwx09,group-02_person-1,3,4,5,2
dbmcw7,f22xoqc,group-02_person-1,3,3,3,2
kujj7w,gis9th5,group-02_person-1,4,4,4,2
gj7p9l,fql61s5,group-02_person-1,2,1,1,2
lwjg3x,gpjjv20,group-02_person-1,3,3,3,2
cb28he,etclr0x,group-02_person-1,4,3,4,2
v6299r,ibfgfaz,group-02_person-1,3,2,2,2
vmqi9l,ie2i6zj,group-02_person-1,1,3,4,2
ndktgm,gyb56md,group-02_person-1,5,4,4,2
ne0wmi,gyfqfwo,group-02_person-1,2,3,3,2
g7vuxd,fok7pj1,group-02_person-1,3,4,4,2
tqx475,i2nydg9,group-02_person-1,5,3,4,2
m00ce0,gq583qa,group-02_person-1,2,4,4,2
c6b29y,es7oy3h,group-02_person-1,5,2,5,2
vorsqe,ieg3n26,group-02_person-1,1,3,3,2
v1q6nh,iaq5jeh,group-02_person-1,5,4,4,2
efcnt9,fbznz6r,group-02_person-1,3,2,2,2
vujds9,ifffgn4,group-02_person-1,5,4,4,2
np67db,h05bdzt,group-02_person-1,1,2,2,2
sei7mg,hum3ita,group-02_person-1,1,2,2,2
iryv95,g577tnb,group-02_person-1,2,4,4,2
dm0m0f,f504ogb,group-02_person-1,4,4,3,2
gxq91o,ft4u6k7,group-02_person-1,1,3,4,2
mbq9ig,gs0qef1,group-02_person-1,4,5,2,2
k51mj2,gecbtrt,group-02_person-1,4,3,4,2
l4i7lp,gkoq2tn,group-02_person-1,1,2,2,2
j49ti1,g7k0204,group-02_person-1,2,3,2,2
vnojas,iecevyt,group-02_person-1,4,3,4,2
ujvyip,i7mz9ec,group-02_person-1,5,3,2,2
ev7d4q,fftt29q,group-02_person-1,5,5,4,2
m6i659,gr5xq4n,group-02_person-1,5,4,4,2
g3vh7n,fnuk2vx,group-02_person-1,3,3,4,2
f8o7wa,finhitb,group-02_person-1,2,2,6,2
lmc5so,gnupb4c,group-02_person-1,4,2,5,2
eocbut,febj6o9,group-02_person-1,1,3,3,2
n4ond6,gwwwsbd,group-02_person-1,1,2,5,2
d4pyma,f0fofor,group-02_person-1,4,2,2,2
ubfj7k,i64kqv8,group-02_person-1,1,5,3,2
sxhti3,hxt5zal,group-02_person-1,5,4,4,2
byhad5,eqj3o2i,group-02_person-1,4,2,6,2
gyvtl6,ftdgody,group-02_person-1,4,3,4,2
cdtkp4,eu3adw0,group-02_person-1,1,3,4,2
jkdy4y,gaofpdc,group-02_person-1,1,2,4,2
sxuvbs,hxv4mvw,group-02_person-1,1,4,4,2
l8uoo4,glgtv4q,group-02_person-1,3,3,3,2
uao899,i5z0vwu,group-02_person-1,3,3,5,2
jahayc,g8pigha,group-02_person-1,2,4,4,2
ga3145,foy5msj,group-02_person-1,1,2,2,2
lkiq9k,gnk6r2a,group-02_person-1,1,3,4,2
hmflip,fx4y46s,group-02_person-1,1,4,4,2
cd32kr,etuepgp,group-02_person-1,3,4,4,2
n3rsoj,gwt1nci,group-02_person-1,5,3,4,2
mbv533,gs08qf5,group-02_person-1,1,2,6,2
cmtnrf,ew56yzn,group-02_person-1,1,4,4,2
gntcrz,frbx6kp,group-02_person-1,1,4,3,2
h08ox4,ftkuuqg,group-02_person-1,4,3,5,2
ll6u72,gnnqb4j,group-02_person-1,1,3,4,2
jcv6rl,g953sjb,group-02_person-1,4,2,2,2
vltlpa,ie04l9s,group-02_person-1,1,3,4,2
c9nh9j,et1cy6l,group-02_person-1,2,4,4,2
uh6s76,i7o1ujm,group-02_person-1,1,4,3,2
hsey2y,fyefh8g,group-02_person-1,3,2,2,2
k4j8u1,ge9eumb,group-02_person-1,5,2,2,2
ga65gk,foyjzzt,group-02_person-1,3,4,4,2
iv667r,g5pbkwg,group-02_person-1,3,3,4,2
dai83d,f1q4yey,group-02_person-1,2,4,3,2
f6fwoq,fi4hpaa,group-02_person-1,1,2,2,2
lsd7tt,gordmtf,group-02_person-1,1,4,4,2
nayij3,gxwgt4f,group-02_person-1,3,3,3,2
d22cnl,ezt4drn,group-02_person-1,5,3,2,2
huh1hm,fymzwqf,group-02_person-1,2,2,5,2
o0z5jj,h1ya0iy,group-02_person-1,3,4,2,2
hzstva,fzl44j6,group-02_person-1,4,3,2,2
llqvsp,gnr0k6v,group-02_person-1,1,4,3,2
jofhgm,gb81ma1,group-02_person-1,1,4,3,2
nayyed,gxy7jnv,group-02_person-1,2,3,3,2
j22xs3,g73xpwv,group-02_person-1,1,4,4,2
cqcngn,ewywaig,group-02_person-1,5,2,2,2
dcybl1,f2hu4ux,group-02_person-1,2,3,4,2
e5d7wt,f9j4yiq,group-02_person-1,2,3,3,2
ftov2s,fm87189,group-02_person-1,5,2,5,2
n4sw39,gwxewx8,group-02_person-1,2,3,3,2
jlo5pi,gas9ovg,group-02_person-1,1,3,4,2
l3k2ze,gkon9zy,group-02_person-1,2,3,3,2
ckrmfe,evqmrfk,group-02_person-1,3,3,5,2
ntv0g1,h0uqn32,group-02_person-1,1,3,5,2
kejrxe,gg2vxui,group-02_person-1,2,3,4,2
u3qnrj,i4sh1lz,group-02_person-1,3,4,4,2
utg54f,i99v42k,group-02_person-1,2,3,4,2
syrcje,hy03864,group-02_person-1,2,3,5,2
v3ppoh,iazv2e2,group-02_person-1,5,3,4,2
jbdzy6,g8wghus,group-02_person-1,2,3,5,2
ui1dtp,i79n78b,group-02_person-1,2,2,5,2
dr48rp,f6eza9c,group-02_person-1,4,2,5,2
jkqkz5,gb9hg51,group-02_person-1,2,3,4,2
lm9fj0,gnu99r8,group-02_person-1,2,4,4,2
jt9b7t,gc4b2el,group-02_person-1,4,2,2,2
j3b8m6,g7aragm,group-02_person-2,4,3,4,2
ix0o22,g63wr0h,group-02_person-2,2,2,5,2
gj9kgd,fqmutcm,group-02_person-2,1,2,2,2
kaiwgq,gfayh61,group-02_person-2,3,4,3,2
klf7ok,gh8wql3,group-02_person-2,2,1,4,2
d7umx2,f14uijw,group-02_person-2,5,4,6,2
luupgf,gp9510y,group-02_person-2,5,5,5,2
hejnhs,fvrw945,group-02_person-2,2,2,1,2
nzbfer,h1qi6ut,group-02_person-2,2,2,1,2
gh5fth,fq6xkmq,group-02_person-2,5,5,2,2
lwc9qk,gpgi5x6,group-02_person-2,4,5,4,2
ep5rpy,femfp0q,group-02_person-2,2,3,6,2
n52l95,gx2331g,group-02_person-2,2,2,4,2
jejztd,g9exz43,group-02_person-2,4,3,6,2
g1f7lf,fnjj5jp,group-02_person-2,3,2,1,2
hpfn4k,fxqh6rb,group-02_person-2,3,3,5,2
c6bf3n,es7ptiz,group-02_person-2,4,5,5,2
eq5jkp,fep0w3d,group-02_person-2,3,3,5,2
macp7m,grs74js,group-02_person-2,2,2,5,2
w2th4s,igu5yxy,group-02_person-2,4,4,3,2
etoyxd,ffhyp7q,group-02_person-2,3,2,1,2
eafi9b,faq8ia2,group-02_person-2,1,1,2,2
gpux90,frqpqpx,group-02_person-2,3,3,4,2
ljz0m6,gnhb0bc,group-02_person-2,4,4,5,2
sd0uac,huihu2b,group-02_person-2,3,2,6,2
rtxqhw,hqw2ozs,group-02_person-2,1,1,2,2
e8d8bk,fabohbq,group-02_person-2,3,4,2,2
hk77v6,fws4sjy,group-02_person-2,2,2,5,2
erwc9x,ff6n6nx,group-02_person-2,4,4,6,2
cww2ef,eygaoxb,group-02_person-2,5,5,3,2
t9nrb4,hzw5413,group-02_person-2,2,1,3,2
v110xj,iajpbno,group-02_person-2,4,5,3,2
gkq9oo,fqtnwnb,group-02_person-2,2,1,4,2
k0trbv,gdlrnzt,group-02_person-2,4,5,1,2
c9uipi,et41n4o,group-02_person-2,2,1,3,2
u8w86k,i5nuzer,group-02_person-2,4,5,4,2
nmg704,gzrjrnq,group-02_person-2,4,4,3,2
g3t4hl,fnul4vr,group-02_person-2,3,4,3,2
dk6il6,f4wed0v,group-02_person-2,3,3,5,2
eoerpz,fed1dwz,group-02_person-2,2,3,4,2
cyyaps,eyv0fpg,group-02_person-2,2,1,3,2
o757b2,h2wo5zi,group-02_person-2,2,2,5,2
hdtgds,fvoenpu,group-02_person-2,4,4,3,2
hcsgzt,fvh4v7w,group-02_person-2,2,1,5,2
kevv4o,gg4vshj,group-02_person-2,2,1,4,2
t4m738,hyzngg1,group-02_person-2,3,4,4,2
cqcjb8,f2sg3z0,group-02_person-2,5,5,4,2
engvem,femj7qr,group-02_person-2,4,4,5,2
dk4p14,f4an0g4,group-02_person-2,3,3,3,2
j13f24,g6xr8tj,group-02_person-2,3,2,3,2
mgx6xk,gswg3e9,group-02_person-2,2,1,4,2
deoxga,f2xuz27,group-02_person-2,3,3,2,2
e82sz5,fac9vvv,group-02_person-2,2,2,3,2
lkaav5,gnir0rf,group-02_person-2,1,1,2,2
g68p5d,fo81wwy,group-02_person-2,4,3,3,2
nmlc3r,gzr2qjf,group-02_person-2,1,2,2,2
gsntdb,fs8n2vf,group-02_person-2,3,2,2,2
seew7j,hw5k3cg,group-02_person-2,3,4,3,2
lcu6y8,gm26r3m,group-02_person-2,2,2,2,2
f30ffi,fhigb8j,group-02_person-2,4,4,2,2
l5k4en,gkup15s,group-02_person-2,2,2,2,2
j0yifm,g8fd0ee,group-02_person-2,2,2,4,2
i0c7vh,fzor0r2,group-02_person-2,4,3,3,2
ga1hny,foxfrdf,group-02_person-2,3,2,2,2
k9xlj1,gf70k1t,group-02_person-2,1,1,2,2
o3emk3,h2c4zo6,group-02_person-2,1,2,2,2
gwlk5f,fsvq2qo,group-02_person-2,2,2,2,2
vyk2lx,ig2o1qe,group-02_person-2,2,2,2,2
vhskxu,idlvnh2,group-02_person-2,3,2,4,2
ggj6w1,fq5bc0w,group-02_person-2,4,3,3,2
vswgsm,if3rqev,group-02_person-2,1,1,2,2
lk2zo6,gnhqbhg,group-02_person-2,2,2,3,2
emsfbi,fdqrfcf,group-02_person-2,1,1,5,2
en3b32,fdtvrry,group-02_person-2,5,5,3,2
e2lm81,f8waqi2,group-02_person-2,1,1,4,2
f8c4jl,filtv4v,group-02_person-2,3,4,5,2
uzzmmc,iafyxsh,group-02_person-2,2,1,6,2
ekv5e0,fdee47q,group-02_person-2,2,3,3,2
cyg0aa,eyum1uk,group-02_person-2,3,2,4,2
t0mqlp,hydbh1b,group-02_person-2,3,3,3,2
ndgz8o,gycp1c9,group-02_person-2,1,1,2,2
ebg6f6,fb5mjhe,group-02_person-2,3,3,1,2
kmopj1,ghgdzs8,group-02_person-2,2,2,3,2
c5hoek,es1ykmp,group-02_person-2,2,1,2,2
hp7q1z,fxndjs0,group-02_person-2,3,3,4,2
j6b3f6,g7xaqqd,group-02_person-2,3,3,4,2
o2xt7a,h2a3r3j,group-02_person-2,2,2,2,2
o3emk3,h2bh1dg,group-02_person-2,2,2,4,2
e2les2,f8w76o9,group-02_person-2,3,4,4,2
iz6t86,g6hlu3a,group-02_person-2,2,2,2,2
g56dy0,fo1lkmv,group-02_person-2,2,2,3,2
he0xr6,fvok3e6,group-02_person-2,3,3,2,2
j6sicj,g80g6p9,group-02_person-2,3,3,4,2
f5591m,fhwq9w3,group-02_person-2,1,1,3,2
exfaib,fg87a5d,group-02_person-2,2,2,3,2
c989ju,esvvuaf,group-02_person-2,2,2,4,2
endtgg,fdzyd0p,group-02_person-2,3,3,1,2
faep73,fizylru,group-02_person-2,4,3,3,2
clwldz,evyelh9,group-02_person-2,3,3,2,2
d1jc76,ezndgo5,group-02_person-2,1,1,6,2
ehjlpq,fcltge5,group-02_person-2,2,2,2,2
lw6w55,gpfmfy9,group-02_person-2,1,1,4,2
cmg36f,ew2emf1,group-02_person-2,3,2,6,2
jcwh6r,g940e2r,group-02_person-2,3,4,4,2
lwawr9,gpg9ff5,group-02_person-2,1,1,5,2
dwgcv1,f7j2tfw,group-02_person-2,2,1,5,2
cagl55,et9hufs,group-02_person-2,2,2,5,2
fvecv5,fmj00qp,group-02_person-2,3,2,2,2
dovn73,f5qqgrx,group-02_person-2,3,2,3,2
lkw7ej,gnmaffr,group-02_person-2,2,2,3,2
m0hw6b,gq7xts8,group-02_person-2,1,1,1,2
e1huki,f8paldv,group-02_person-2,2,2,4,2
nfk5in,gym26v4,group-02_person-2,2,2,3,2
lq73dr,gog2w2g,group-02_person-2,2,2,3,2
hr6cbd,fy280tn,group-02_person-2,2,2,4,2
l0t5ea,gjzd5bp,group-02_person-2,2,2,2,2
k4x8jk,gebkoon,group-02_person-2,2,2,3,2
npnylg,h07lmii,group-02_person-2,2,2,4,2
ulecmw,i7wn0il,group-02_person-2,1,1,3,2
dywo3t,f8496bt,group-02_person-2,2,2,3,2
tedu6e,i0p5869,group-02_person-2,3,3,3,2
iqgpkb,g4ubjac,group-02_person-2,3,4,5,2
cuwm5n,exzwxpq,group-02_person-2,4,4,4,2
kz4zfo,gjkl7ca,group-02_person-2,3,4,2,2
uwdr0m,i9qyhj3,group-02_person-2,2,3,2,2
ee38g0,fbojy20,group-02_person-2,3,2,2,2
bxv6l3,eqabs9o,group-02_person-2,4,4,4,2
lu2t9z,gp82p8f,group-02_person-2,2,2,2,2
m4no4c,gqvc8oa,group-02_person-2,3,4,5,2
dd8v0s,f2f7vlk,group-02_person-2,2,3,2,2
hf118j,fvuwjas,group-02_person-2,3,3,4,2
g96bqa,forimzq,group-02_person-2,3,3,4,2
g47cxn,fnx0z80,group-02_person-2,2,2,5,2
kk28o6,gh0p1p3,group-02_person-2,2,2,2,2
ecq1u8,fbfxhnj,group-02_person-2,3,3,2,2
jb2gut,g8tz214,group-02_person-2,3,3,2,2
m00ce0,gq5ekae,group-02_person-2,1,1,2,2
elyvzu,fdl725c,group-02_person-2,1,1,4,2
hu2inl,fyljw54,group-02_person-2,2,2,3,2
n4wm2m,gwxx15m,group-02_person-2,2,2,2,2
doxubn,f5rjtyx,group-02_person-2,2,3,1,2
dj91n7,f42f6cl,group-02_person-2,1,1,2,2
nbpymd,gy5ib64,group-02_person-2,1,1,2,2
n5pnzb,gx5fh5j,group-02_person-2,3,3,3,2
locljb,go54r9l,group-02_person-2,3,3,2,2
bzyex3,eqyjt6h,group-02_person-2,3,3,3,2
jmc14c,gau9y17,group-02_person-2,2,2,2,2
f7kdzy,fihfv7o,group-02_person-2,2,2,4,2
ew5quz,fg0nu42,group-02_person-2,3,3,4,2
vjqibe,idtzc8m,group-02_person-2,2,2,2,2
lqt3fr,goihbti,group-02_person-2,3,4,2,2
ulxo44,i8078lb,group-02_person-2,3,4,2,2
cjsb37,evhpm5y,group-02_person-2,3,3,5,2
gl4x1j,fqwyaox,group-02_person-2,2,3,1,2
st5cw9,hx22fty,group-02_person-2,2,2,1,2
md4zv1,gs94luz,group-02_person-2,2,3,4,2
nw9lvc,h17xy2p,group-02_person-2,2,2,2,2
f5k9iw,fhz7jy4,group-02_person-2,1,1,2,2
kv8bfi,giwufp0,group-02_person-2,2,2,6,2
kw4rra,gj28ryw,group-02_person-2,2,2,2,2
hl64tu,fwx19ut,group-02_person-2,4,4,5,2
jx8h71,gcvp59n,group-02_person-2,4,4,4,2
gzprl6,fthqo5c,group-02_person-2,3,3,4,2
v0kyva,iainxhu,group-02_person-2,2,3,2,2
hwav2k,fyyxz2p,group-02_person-2,5,5,4,2
ci5pua,ev1ol9s,group-02_person-2,1,1,4,2
o87dza,h36icwx,group-02_person-2,1,1,3,2
lu07ln,gp71jtk,group-02_person-2,2,2,2,2
ji1nkz,ga4mrt7,group-02_person-2,4,4,5,2
c4oi5b,erxn8e7,group-02_person-2,3,3,4,2
t3s3y5,hz28jae,group-02_person-2,1,1,4,2
f78nj0,fia0ejr,group-02_person-2,2,3,2,2
dnxtmx,f5jwgmv,group-02_person-2,3,2,2,2
m4m5sf,gqvwx09,group-02_person-2,2,2,5,2
dbmcw7,f22xoqc,group-02_person-2,3,2,2,2
kujj7w,gis9th5,group-02_person-2,3,4,4,2
gj7p9l,fql61s5,group-02_person-2,1,1,2,2
lwjg3x,gpjjv20,group-02_person-2,2,2,4,2
cb28he,etclr0x,group-02_person-2,4,4,4,2
v6299r,ibfgfaz,group-02_person-2,3,4,4,2
vmqi9l,ie2i6zj,group-02_person-2,1,1,5,2
ndktgm,gyb56md,group-02_person-2,3,3,5,2
ne0wmi,gyfqfwo,group-02_person-2,3,3,2,2
g7vuxd,fok7pj1,group-02_person-2,3,3,3,2
tqx475,i2nydg9,group-02_person-2,3,3,4,2
m00ce0,gq583qa,group-02_person-2,1,1,3,2
c6b29y,es7oy3h,group-02_person-2,3,3,4,2
vorsqe,ieg3n26,group-02_person-2,2,2,1,2
v1q6nh,iaq5jeh,group-02_person-2,4,4,4,2
efcnt9,fbznz6r,group-02_person-2,3,3,2,2
vujds9,ifffgn4,group-02_person-2,4,4,4,2
np67db,h05bdzt,group-02_person-2,1,1,4,2
sei7mg,hum3ita,group-02_person-2,3,3,2,2
iryv95,g577tnb,group-02_person-2,2,2,5,2
dm0m0f,f504ogb,group-02_person-2,3,3,4,2
gxq91o,ft4u6k7,group-02_person-2,1,1,4,2
mbq9ig,gs0qef1,group-02_person-2,3,3,4,2
k51mj2,gecbtrt,group-02_person-2,3,4,1,2
l4i7lp,gkoq2tn,group-02_person-2,2,2,4,2
